2,11,13
61,25,86
7,18,25
32,16,48
30,41,71
19,6,25
8,32,40
17,6,23
8,20,28
1,0,1
43,94,137
1,2,3
59,60,119
15,12,27
58,63,121
35,20,55
6,18,24
3,13,16
27,95,122
24,73,97
34,73,107
78,49,127
393,431,824
30,10,40
50,50,100
374,392,766
50,26,76
64,2,66
410,135,545
99,32,131
56,95,151
9,3,12
12,4,16
50,69,119
11,4,15
51,70,121
13,12,25
8,16,24
19,4,23
265,210,475
64,99,163
20,1,21
15,18,33
70,38,108
19,14,33
1,8,9
36,92,128
35,35,70
8,2,10
315,143,458
15,9,24
16,3,19
380,284,664
35,45,80
45,30,75
7,13,20
14,16,30
334,220,554
50,25,75
1,7,8
25,94,119
470,308,778
64,82,146
66,72,138
6,15,21
374,318,692
0,5,5
273,229,502
25,30,55
10,35,45
329,317,646
7,12,19
99,47,146
2,64,66
54,75,129
45,5,50
16,19,35
11,15,26
22,22,44
6,1,7
13,19,32
33,38,71
128,128,256
8,5,13
35,40,75
9,0,9
77,65,142
50,15,65
2,16,18
4,11,15
16,5,21
15,19,34
45,25,70
93,98,191
16,6,22
18,14,32
20,40,60
12,15,27
0,2,2
25,45,70
33,92,125
8,10,18
10,15,25
0,10,10
40,10,50
3,3,6
1,13,14
70,85,155
5,9,14
14,6,20
10,19,29
8,11,19
20,50,70
10,0,10
8,4,12
30,45,75
37,37,74
30,5,35
1,6,7
14,20,34
130,281,411
27,96,123
8,1,9
494,393,887
79,63,142
25,42,67
16,15,31
19,2,21
210,311,521
486,486,972
6,10,16
31,46,77
6,19,25
7,4,11
5,17,22
261,208,469
29,29,58
61,50,111
34,23,57
3,5,8
7,6,13
38,38,76
10,4,14
3,18,21
354,262,616
45,10,55
89,97,186
1,15,16
17,15,32
47,47,94
8,12,20
57,82,139
67,93,160
54,38,92
9,11,20
2,17,19
16,11,27
40,40,80
10,40,50
2,4,6
23,72,95
14,11,25
226,316,542
183,378,561
7,9,16
9,10,19
50,45,95
5,8,13
6,16,22
2,0,2
51,88,139
48,92,140
4,12,16
56,58,114
0,16,16
57,45,102
12,2,14
70,75,145
11,17,28
19,11,30
42,51,93
188,131,319
10,6,16
5,14,19
42,70,112
20,12,32
9,17,26
16,8,24
98,82,180
10,30,40
16,0,16
53,100,153
244,431,675
69,24,93
12,12,24
206,375,581
18,19,37
56,36,92
496,234,730
33,33,66
149,319,468
87,27,114
3,9,12
8,17,25
9,16,25
15,1,16
5,5,10
403,383,786
1,128,129
14,2,16
14,1,15
